Id,SalePrice
1461,129349.65304588513
1462,170654.37829525222
1463,189995.55745384993
1464,200043.42782756305
1465,177950.15418152948
1466,172189.6879698048
1467,184507.74727261174
1468,167021.63432847307
1469,178914.66218060273
1470,127237.23298462684
1471,207592.86439284447
1472,88638.53945176075
1473,99039.24928077933
1474,150555.44287919824
1475,120821.96932526202
1476,374452.30920715
1477,251892.14636335475
1478,280397.35141779104
1479,265092.3538773202
1480,496335.45682708005
1481,327292.7770171539
1482,204906.53918315642
1483,170066.53306131877
1484,164326.6518946739
1485,189942.34494496146
1486,191053.651548014
1487,338923.33225078165
1488,241840.71188563353
1489,191407.79399007227
1490,233631.8210716433
1491,187675.54442493114
1492,99821.14593588021
1493,162444.6728355159
1494,302401.3667333054
1495,287186.3240089796
1496,250428.76345375105
1497,188404.66751247685
1498,167815.78188222536
1499,164798.38368724642
1500,157729.61002678142
1501,182344.25231157453
1502,157421.5305970992
1503,307629.0798868327
1504,246707.5751039946
1505,242310.32906791623
1506,179145.80990700005
1507,242424.40304987034
1508,189960.21828466267
1509,163590.7855960165
1510,150512.13320868587
1511,141493.47143889888
1512,169664.77507377914
1513,140923.0863909254
1514,162837.9623891297
1515,191492.68377747555
1516,154209.14715581742
1517,168905.9119905371
1518,134691.04352211015
1519,229878.59094202815
1520,133692.65935350425
1521,133304.79803616216
1522,167339.43237058946
1523,115465.52454499569
1524,127841.02670869541
1525,129074.08826481942
1526,126795.73395765678
1527,102844.9293618895
1528,137540.61708680968
1529,155778.92856767972
1530,169586.60409248102
1531,109338.85870990071
1532,98206.91812319885
1533,149114.5959727562
1534,118724.42665297551
1535,160610.57278808978
1536,110249.2533858019
1537,61489.190102642926
1538,154218.5995728856
1539,176964.7528778341
1540,100892.9162830025
1541,136219.81502685728
1542,139636.4156109892
1543,218507.62430740887
1544,75087.57382642427
1545,118285.6645626974
1546,127562.7322018315
1547,131486.17719737368
1548,130113.12656334163
1549,116482.70371786387
1550,129434.77289896026
1551,110736.99662809307
1552,138058.51276971967
1553,154736.66963319096
1554,116330.29809763224
1555,166680.85235639158
1556,90084.24638217685
1557,103295.95620395482
1558,107775.4848678434
1559,84466.40186951154
1560,132283.9553544185
1561,132816.97456112815
1562,133993.6732311151
1563,122872.08429040723
1564,158414.55289260324
1565,144977.41672203763
1566,241972.54633847516
1567,67780.12316349216
1568,229110.15302503895
1569,153182.68403134943
1570,138098.29595656839
1571,116822.70067475647
1572,143900.8007194128
1573,245352.0238660099
1574,108918.96826287205
1575,220657.7225669386
1576,229897.17809764086
1577,178759.77844569267
1578,143305.5521138349
1579,136292.1816429474
1580,185062.5310171891
1581,158336.44971781893
1582,121616.22888687532
1583,330907.95824903314
1584,238739.05041187853
1585,137222.37661545427
1586,67610.55160923852
1587,97222.98303551818
1588,143283.32354082534
1589,103504.2017105921
1590,129622.32623455505
1591,92416.62130641475
1592,113534.58838273014
1593,122164.04370334276
1594,125151.84347145047
1595,116667.8712053114
1596,248774.38069737217
1597,195292.0612765492
1598,191150.85741053495
1599,161500.59504667512
1600,159618.3049371988
1601,70335.07470570337
1602,106638.79534560053
1603,80195.54238297475
1604,277470.0447018202
1605,252057.62141169052
1606,173592.194502463
1607,156070.00096840446
1608,204744.67239225894
1609,186361.5919611537
1610,145405.07149191044
1611,139675.72769613206
1612,164134.63736077936
1613,168589.20368121908
1614,123346.48883546611
1615,97282.08769031087
1616,72283.31531276678
1617,97266.68628248236
1618,119948.19878091004
1619,143766.4157503106
1620,159747.4899214016
1621,138373.44877409292
1622,137993.02478799046
1623,300002.5013984912
1624,212494.41687386011
1625,119818.95058607393
1626,163320.49051180566
1627,187010.4531504462
1628,273608.9869616294
1629,182984.0982271526
1630,361133.8690710691
1631,212550.17490511163
1632,251052.90037252134
1633,171825.3245207225
1634,191174.94609567878
1635,180785.25905315322
1636,155591.00666151269
1637,182850.8830813862
1638,184821.62537833487
1639,181382.0505577261
1640,261423.78545699708
1641,180567.61680485692
1642,241116.63880528102
1643,226150.0970557976
1644,249672.2266567187
1645,192871.44897514107
1646,162658.47558438106
1647,157703.48698484382
1648,125059.26771266019
1649,138832.0137957561
1650,122182.63669048408
1651,120024.56720268581
1652,100079.57628699113
1653,105927.30359170731
1654,144462.80533171757
1655,148833.2692381772
1656,143878.7663374237
1657,147671.06538458468
1658,148735.95254530388
1659,121270.8439330626
1660,149563.8431357537
1661,499767.9771661611
1662,419572.9492277343
1663,391613.5629071935
1664,494200.9658272075
1665,313167.93160994945
1666,300219.35694033134
1667,393435.68309331377
1668,331044.20774982276
1669,286317.1007265605
1670,326502.7449432429
1671,260038.76062931796
1672,489869.5326951846
1673,284030.10251920845
1674,247059.70925749457
1675,192212.96943543336
1676,186717.68832012994
1677,223449.8497431167
1678,491751.2725149832
1679,416912.3262247295
1680,330551.607363325
1681,236096.69260346075
1682,306431.7377746984
1683,185327.50582730988
1684,189153.00433022872
1685,170759.20089033883
1686,167920.878160147
1687,170662.0177914341
1688,189599.49283689272
1689,200905.74653456794
1690,191886.9164617231
1691,188970.1551208565
1692,247883.5809679419
1693,166844.4049303072
1694,185827.03138872626
1695,165076.29839121964
1696,281378.93962836487
1697,168623.52124605287
1698,326565.14432441554
1699,333941.0938851398
1700,247591.00168943612
1701,267826.31149218656
1702,234840.48610818278
1703,240054.93430759766
1704,280238.54534795415
1705,238177.54324027087
1706,463480.6094635784
1707,210609.23191240497
1708,211297.28897965886
1709,270383.7444448902
1710,221804.974406182
1711,265828.17652255856
1712,250113.9046346675
1713,278415.31358861725
1714,243613.41874039473
1715,198876.91302387105
1716,190908.41820573108
1717,170126.52691441646
1718,136344.24538220585
1719,193205.1167576737
1720,255489.650688682
1721,171359.9213314676
1722,124744.55759670524
1723,157081.14069747817
1724,197676.9228556632
1725,240887.88353354458
1726,177623.95348904646
1727,157000.70414990943
1728,185318.70869707415
1729,166742.89336732833
1730,150154.8685872684
1731,129612.43717381002
1732,131386.10846107194
1733,120044.67779638382
1734,128361.93205842553
1735,130872.41482589993
1736,124008.03910791407
1737,316699.86869585706
1738,247822.65502764992
1739,258156.49803950556
1740,202381.05742510862
1741,187490.04944238535
1742,172055.82060489725
1743,175585.42156924898
1744,329959.5539313754
1745,220734.92679078633
1746,172467.77596654734
1747,206812.71769899904
1748,207382.73992299056
1749,155790.5160594889
1750,126876.11032957019
1751,243246.95621411724
1752,125773.95430814917
1753,140140.72309081783
1754,182404.45149136533
1755,165585.37409903394
1756,137140.78244373266
1757,121672.68124395967
1758,142701.83591736783
1759,157207.96001075
1760,168275.59298446914
1761,139635.04543265747
1762,169858.24256137144
1763,167293.87050788663
1764,118772.57602865153
1765,164757.8504958113
1766,183881.40410713016
1767,229060.08198464185
1768,144711.437817981
1769,190080.62784225473
1770,148112.31140056645
1771,129685.0181862622
1772,142990.81010398196
1773,136099.0972293429
1774,140503.90535948973
1775,141850.11844123513
1776,123545.7157617401
1777,118356.41748653108
1778,134564.44560088898
1779,107374.72434827511
1780,182039.65580458308
1781,129103.77843554344
1782,90614.33595049499
1783,146167.12036090757
1784,108480.79749933357
1785,117546.65502069514
1786,140845.40016276573
1787,156634.34665473763
1788,60707.39457988355
1789,93347.21676137521
1790,83568.81302139076
1791,171107.0812044737
1792,161180.62412328031
1793,128089.62391827584
1794,141800.82601034798
1795,139099.80772437406
1796,116382.3253362584
1797,107237.69651087295
1798,123198.05614604113
1799,118308.03134131983
1800,132675.19867514295
1801,128410.3512566555
1802,123483.50884370484
1803,153718.10980005126
1804,139592.60457102334
1805,142741.3893582285
1806,118474.79384550905
1807,132328.19738625255
1808,120533.19316857561
1809,119205.56186548652
1810,138343.25974551233
1811,87105.74618769971
1812,95541.24029988183
1813,121000.77023215192
1814,103219.3685422332
1815,59182.07045457606
1816,88373.38347220246
1817,107218.25766396249
1818,141801.07488780085
1819,119606.73800024974
1820,54009.54869648305
1821,106682.3847481128
1822,153047.91541647413
1823,59021.37733004748
1824,135723.79819439654
1825,129136.86009369351
1826,100713.72689830817
1827,101345.3515083419
1828,132717.64051836156
1829,97990.7826631689
1830,141798.1530409713
1831,154276.00553486866
1832,87720.76532672234
1833,135340.76403776195
1834,117886.09870136132
1835,131566.54473845294
1836,124878.85073834275
1837,95138.71003590422
1838,128637.79793182234
1839,95494.26858530348
1840,134614.2101170257
1841,144379.16652308434
1842,83434.12373550619
1843,128856.05583577053
1844,136062.4189894389
1845,138118.0517064397
1846,154911.03912222045
1847,161698.71656688655
1848,59610.398190304004
1849,105699.2613000216
1850,107545.27759216684
1851,153422.8886832455
1852,123959.07984456985
1853,135361.33263421315
1854,172386.62761493912
1855,148996.12713408645
1856,227532.2059124929
1857,150625.40741289133
1858,132937.4810240183
1859,119496.7590319929
1860,154608.90285519316
1861,119884.72850930749
1862,282993.5349997331
1863,279278.4322341272
1864,279279.4123663583
1865,337769.7029133886
1866,328474.87840978446
1867,223418.26584493127
1868,315804.6706385966
1869,205535.18990692886
1870,218153.8911886125
1871,233811.2439687242
1872,171106.03679433375
1873,255016.3049820707
1874,138412.61564164804
1875,197695.62484380178
1876,199034.18217753162
1877,212372.04205638112
1878,187418.52220295416
1879,126319.20886167028
1880,137931.8105297519
1881,243110.80037665702
1882,260912.88774879693
1883,185197.90503091426
1884,206159.00214983648
1885,238497.3704652427
1886,322238.8837614358
1887,215955.47354483683
1888,265448.0889125557
1889,163791.29897402797
1890,125022.76723582235
1891,123314.14153576338
1892,95189.86623237234
1893,127048.66260151856
1894,123562.76007291437
1895,135481.631286397
1896,129070.91171385905
1897,112855.20308283428
1898,113072.60623973492
1899,155703.54321030836
1900,152991.02300993816
1901,166505.1296642942
1902,143713.32411438462
1903,214442.49895658426
1904,150602.2188146475
1905,205575.07068697296
1906,187702.33400151503
1907,198069.32483031522
1908,109281.97487723375
1909,137840.84345001372
1910,119179.83981496198
1911,197949.5562082388
1912,329177.67195150204
1913,148708.14669888388
1914,61132.36337728871
1915,337656.58656166407
1916,59062.98012596424
1917,262780.8172326056
1918,140112.39385551732
1919,180488.70812512917
1920,141842.5124300136
1921,436557.77833721857
1922,314789.5088264671
1923,221692.08792709056
1924,240786.03596557642
1925,200452.8037692942
1926,392394.20394328155
1927,136737.7896223658
1928,158681.88795509844
1929,127299.72124460828
1930,128682.8625505151
1931,140916.7123897959
1932,140102.9702581112
1933,176220.0886083051
1934,185011.28434664547
1935,172020.17477229194
1936,185145.5846096157
1937,188742.39123631656
1938,183807.00870038246
1939,237858.80666929996
1940,181138.98873081853
1941,174226.56429273612
1942,182917.88190830284
1943,208395.83029939872
1944,330294.1770343693
1945,376633.5340082007
1946,151274.3582481875
1947,329423.41306369845
1948,164892.89960847303
1949,239289.15179712372
1950,184538.40355046347
1951,245338.11286208022
1952,232037.1802686208
1953,170852.90032087482
1954,176781.25135419655
1955,132354.5606616124
1956,271091.73710530833
1957,152201.29232680486
1958,331385.4713591554
1959,140598.39443460663
1960,120717.13948122019
1961,128308.86453535139
1962,100284.09391291399
1963,105934.66094475014
1964,109705.1118606943
1965,148077.98172134516
1966,145251.41028648344
1967,279436.3343929267
1968,491108.2604859113
1969,415217.32636916835
1970,465678.94100172684
1971,498697.4586082431
1972,379722.2384161365
1973,245618.5276874709
1974,331448.6815114729
1975,496820.9520122189
1976,264954.5958420148
1977,348653.96943666454
1978,328621.55909000564
1979,336277.3359906424
1980,206262.981864814
1981,340483.0722685221
1982,221223.5530809915
1983,199131.90481637482
1984,163109.86494666166
1985,224001.05220061773
1986,207788.60970548578
1987,190397.224635926
1988,181226.07180972726
1989,189015.71924471267
